課程名稱,課程時數,課程訂價,課程售價,早鳥價格,開課時間,課程狀態,課程期數,上課地點,課程講師,合作單位,課程分類,線上課程,實體課程
法律學分班 ,3240,7500 ,7500 ,7125,2019/11/06,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/11/09,尚有名額, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
一般民政職系學分班,3240,7500 ,7500 ,7125,2019/11/11,尚有名額, ,台中,本校一般民政學分班專業師資群, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/11/16,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/11/17,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
一般行政職系學分班,3240,7500 ,7500 ,7125,2019/11/17,尚有名額, ,台中,本部一般行政學分班專業師資群, ,進修學分,0,1
一般行政職系學分班,22680,52500 ,52500 ,36750,2019/11/17,尚有名額, ,台中,本校一般行政學分班專業師資群, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/11/17,尚有名額, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
一般行政職系學分班,3240,7500 ,7500 ,7125,2019/11/23,尚有名額, ,台中,本部一般行政學分班專業師資群, ,進修學分,0,1
不動產估價師學分班,3240,8055 ,8055 ,7500,2019/11/24,尚有名額, ,台中,徐老師, ,進修學分,0,1
消防設備人員學分班,22680,52500 ,52500 ,42000,2019/12/01,尚有名額, ,台中,詹鈞皓教師等, ,進修學分,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2019/12/01,尚有名額, ,台中,江金龍老師, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/12/02,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/12/05,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
不動產估價師學分班,3240,8055 ,8055 ,7500,2019/12/07,尚有名額, ,台中,田老師, ,進修學分,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2019/12/14,尚有名額, ,台中,江金龍老師, ,進修學分,0,1
結構工程技師學分班,3240,7500 ,7500 ,7125,2019/12/14,尚有名額, ,台中,本部兼任教師, ,進修學分,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2019/12/15,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/12/16,尚有名額, ,台中,王老師, ,進修學分,0,1
社會工作師學分班 ,12960,30000 ,30000 ,24000,2019/12/16,尚有名額, ,台中,本部專業師資群, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/12/18,尚有名額, ,台中,吳老師, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/12/19,尚有名額, ,台中,林老師, ,進修學分,0,1
結構工程技師學分班,3240,7500 ,7500 ,7125,2019/12/22,尚有名額, ,台中,本部兼任教師, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/12/24,尚有名額, ,台中,朱老師, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/12/28,尚有名額, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
一般行政職系學分班,3240,7500 ,7500 ,7125,2019/12/29,尚有名額, ,台中,本部一般行政學分班專業師資群, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/12/29,尚有名額, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2020/01/05,尚有名額, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2020/01/08,已額滿，停止招生各分館地圖資訊, ,台中,深具實務經驗之講師級以上師資, ,進修學分,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2020/01/12,尚有名額, ,台中,江金龍老師, ,進修學分,0,1
土木工程技師學分班,22680,52500 ,52500 ,42000,2020/02/01,尚有名額, ,台中,本校專業師資群, ,進修學分,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2020/02/01,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,進修學分,0,1
法律學分班,11880,27500 ,27500 ,24750,2020/02/01,尚有名額, ,台中,本部深具教學經驗之師資, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2020/02/01,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2020/02/01,尚有名額, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2020/02/08,各分館地圖資訊, ,台中,江金龍老師, ,進修學分,0,1
結構工程技師學分班,3240,7500 ,7500 ,7125,2020/02/08,尚有名額, ,台中,本部兼任教師, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2020/02/09,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
不動產估價師學分班,3240,8055 ,8055 ,7500,2020/02/09,尚有名額, ,台中,徐老師, ,進修學分,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2020/02/13,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,進修學分,0,1
不動產估價師學分班,3240,8055 ,8055 ,7500,2020/02/22,尚有名額, ,台中,胡老師, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2020/03/07,尚有名額, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2020/03/08,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,進修學分,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2020/03/15,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,進修學分,0,1
一般行政職系學分班,3240,7500 ,7500 ,7125,2020/03/22,尚有名額, ,台中,本部一般行政學分班專業師資群, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2020/04/06,尚有名額, ,台中,本部社工師學分班專業師資, ,進修學分,0,1
社會工作師學分班 ,12960,30000 ,30000 ,24000,2020/04/06,尚有名額, ,台中,本部專業師資群, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2020/04/07,各分館地圖資訊, ,台中,本部社工師學分班專業師資, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2020/04/11,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
法律學分班 ,2160,5000 ,5000 ,4750,2020/04/12,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
一般民政職系學分班,3240,7500 ,7500 ,7125,2020/04/18,各分館地圖資訊, ,台中,本校一般民政學分班專業師資群, ,進修學分,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2020/05/23,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,進修學分,0,1
法律學分班-高雄,8640,20000 ,20000 ,20000,2019/10/01,尚有名額, ,高雄,文化推廣部講師, ,進修學分,0,1
社會工作師學分班,19440,45000 ,45000 ,38250,2019/10/06,尚有名額, ,高雄,文化大學教師群, ,進修學分,0,1
法律學分班-高雄,9720,22500 ,22500 ,21375,2019/10/19,尚有名額, ,高雄,文化推廣部講師, ,進修學分,0,1
法律學分班-高雄,3240,7500 ,7500 ,7500,2019/10/20,尚有名額, ,高雄,林儒, ,進修學分,0,1
不動產估價師學分班,120,0,0,0,2019/11/20,尚有名額, ,高雄,蕭華強, ,進修學分,0,1
社會工作師學分班,12960,30000 ,30000 ,27000,2019/11/20,尚有名額, ,高雄,文化大學教師群, ,進修學分,0,1
法律學分班-高雄,12960,30000 ,30000 ,28500,2019/12/15,尚有名額, ,高雄,文化推廣部講師, ,進修學分,0,1
不動產估價師學分班,9720,22500 ,22500 ,21375,2019/12/21,尚有名額, ,高雄,文化推廣部師資群, ,進修學分,0,1
社會工作師學分班,25920,60000 ,60000 ,48000,2020/08/05,尚有名額, ,高雄,文化大學教師群, ,進修學分,0,1
社會工作師學分班,25920,60000 ,60000 ,48000,2020/08/09,尚有名額, ,高雄,文化大學教師群, ,進修學分,0,1
【熱情草裙舞女郎】～散發美麗與健康的大溪地舞基礎班,600,2000 ,2000 ,1900,2019/08/06,尚有名額, ,建國,Maya 老師, ,身心靈,0,1
【搖擺扶桑花女孩】～充滿愛與微笑的夏威夷舞基礎班 ,600,2000 ,2000 ,1900,2019/08/06,尚有名額, ,建國,Maya, ,身心靈,0,1
【熱情草裙舞女郎】～散發美麗與健康的大溪地舞進階班,600,2000 ,2000 ,1900,2019/09/06,尚有名額, ,建國,Maya 老師, ,身心靈,0,1
【搖擺扶桑花女孩】～充滿愛與微笑的夏威夷舞進階班 ,600,2000 ,2000 ,1900,2019/09/06,尚有名額, ,建國,Maya, ,身心靈,0,1
馬雅好好玩 PART I之關係沙龍,600,5200 ,5200 ,5200,2019/09/11,已額滿，停止招生各分館地圖資訊, ,建國,王雅萍, ,身心靈,0,1
馬雅好好玩 PART I之關係沙龍,600,5200 ,5200 ,5200,2019/09/12,尚有名額, ,建國,王雅萍, ,身心靈,0,1
【心靈占星】入門,1200,5000 ,5000 ,4750,2019/09/17,課程停招各分館地圖資訊, ,建國,篠安 Angie, ,身心靈,0,1
【子玄老師的神祕學】塔羅初階 ,1440,5500 ,5500 ,5225,2019/09/18,尚有名額, ,建國,子玄, ,身心靈,0,1
天書三式大六壬初階班,960,4500 ,4500 ,4275,2019/09/18,尚有名額, ,建國,邱金漢, ,身心靈,0,1
長春-太極鶴拳鬆筋養生法,1200,3000 ,3000 ,2700,2019/09/18,尚有名額, ,建國,黃議賢 老師, ,身心靈,0,1
【敦煌舞蹈學院】敦煌能量養生舞 ,1440,3900 ,3900 ,3705,2019/09/18,尚有名額, ,建國,董麗貞, ,身心靈,0,1
GAS口語魅力培訓  進階,1080,9900 ,9900 ,9405,2019/09/19,課程停招各分館地圖資訊, ,建國,王介安, ,身心靈,0,1
櫻的瑜珈 --週四 下午班,960,3200 ,3200 ,3040,2019/09/19,尚有名額, ,建國,廖貴櫻, ,身心靈,0,1
【免費課程說明會】EASF法式科學芳香療法初階師資培訓課程說明會,120,0,0,0,2019/09/20,尚有名額, ,建國,林貴春 SUMMER 老師, ,身心靈,0,1
太極導引,1200,3300 ,3300 ,3135,2019/09/20,尚有名額, ,建國,, ,身心靈,0,1
經典敦煌壁畫舞蹈研究班,1440,6000 ,6000 ,5700,2019/09/21,已額滿，停止招生各分館地圖資訊, ,建國,諶瓊華, ,身心靈,0,1
【費登奎斯_動中覺察】擁有自由的骨盆,480,4000 ,4000 ,3800,2019/09/21,課程停招各分館地圖資訊, ,建國,Aking, ,身心靈,0,1
Voyager領航者塔羅牌 應用班,900,6500 ,6500 ,6175,2019/09/21,尚有名額, ,建國,Sonia, ,身心靈,0,1
伊斯蘭幾何之美一日工作坊,360,4800 ,4800 ,4560,2019/09/22,課程停招各分館地圖資訊, ,建國,安琪拉Angela, ,身心靈,0,1
奇門遁甲高階班,960,5500 ,5500 ,5225,2019/09/23,尚有名額, ,建國,邱金漢, ,身心靈,0,1
【敦煌舞蹈學院】敦煌能量養生舞 ,1440,3900 ,3900 ,3705,2019/09/23,尚有名額, ,建國,林卉莉, ,身心靈,0,1
GAS口語魅力培訓,1080,9900 ,9900 ,9405,2019/09/24,尚有名額, ,建國,王介安, ,身心靈,0,1
【敦煌舞蹈學院】敦煌壁畫天人舞蹈,1440,3900 ,3900 ,3705,2019/09/24,尚有名額, ,建國,洪千惠, ,身心靈,0,1
Voyager領航者塔羅牌 基礎班,900,4500 ,4500 ,4275,2019/09/25,尚有名額, ,建國,Sonia, ,身心靈,0,1
八字輕鬆學進階班,1200,5500 ,5500 ,5225,2019/09/25,尚有名額, ,建國,許月嬌 , ,身心靈,0,1
【Zentangle】心境藝術禪繞畫-心靈陪伴班,720,3600 ,3600 ,3420,2019/09/25,尚有名額, ,建國,Kali 卡莉老師, ,身心靈,0,1
經典敦煌壁畫舞蹈研究班,1440,6000 ,6000 ,5700,2019/09/26,尚有名額, ,建國,諶瓊華, ,身心靈,0,1
謝達輝紫微斗數初階班,1440,5000 ,5000 ,4750,2019/09/26,尚有名額, ,建國,謝達輝, ,身心靈,0,1
【和諧粉彩四季系列之夏】- 秋天童話- ,720,3300 ,3300 ,3300,2019/09/26,尚有名額, ,建國,ANNIE, ,身心靈,0,1
長春-紓壓療癒禪繞畫,960,3200 ,3200 ,3200,2019/09/26,尚有名額, ,建國,黃詩澐老師, ,身心靈,0,1
【英國巴哈花精能量療法】-情緒自我保健基礎班,1260,6000 ,6000 ,5700,2019/09/27,尚有名額, ,建國,Lilian, ,身心靈,0,1
IKMF 以色列防身術 ,480,2400 ,2400 ,2400,2019/09/30,尚有名額, ,建國,羅得華, ,身心靈,0,1
馬雅好好玩之13月亮曆初體驗 ,120,0,0,0,2019/09/30,尚有名額, ,建國,王雅萍, ,身心靈,0,1
輕鬆學會塔羅牌 初階班,1080,4500 ,4500 ,4050,2019/09/30,尚有名額, ,建國,寶咖咖老師, ,身心靈,0,1
【心靈占星】入門,1200,5000 ,5000 ,4500,2019/10/01,尚有名額, ,建國,篠安 Angie, ,身心靈,0,1
2020我的MBTI解析,600,4000 ,4000 ,3400,2019/10/03,尚有名額, ,建國,謝敏華, ,身心靈,0,1
2020我的MBTI解析,120,0,0,0,2019/10/03,尚有名額, ,建國,謝敏華, ,身心靈,0,1
櫻的瑜珈 --週四晚班,960,3200 ,3200 ,2880,2019/10/03,尚有名額, ,建國,廖貴櫻, ,身心靈,0,1
【靜心系】奧修禪卡 高階班,900,5000 ,5000 ,4500,2019/10/03,尚有名額, ,建國,Kali 卡莉老師, ,身心靈,0,1
輕鬆學會托特塔羅牌 實戰班,1080,5000 ,5000 ,4500,2019/10/03,尚有名額, ,建國,寶咖咖, ,身心靈,0,1
清風的賽斯課,360,2000 ,2000 ,1800,2019/10/03,尚有名額, ,建國,清風老師, ,身心靈,0,1
【課程體驗】新唐舞風 ,120,0,0,0,2019/10/04,尚有名額, ,建國,楊美麗, ,身心靈,0,1
寫作孵化室,180,1000 ,1000 ,1000,2019/10/06,尚有名額, ,建國,, ,身心靈,0,1
易經瑜珈與拙火,1200,3600 ,3600 ,3240,2019/10/07,尚有名額, ,建國,林一峰, ,身心靈,0,1
飛天禪舞養生課,,3000 ,3000 ,2700,2019/10/08,尚有名額, ,建國,黃瀠瑩, ,身心靈,0,1
易動平衡的美學,720,5000 ,5000 ,4250,2019/10/12,尚有名額, ,建國,王志豪老師, ,身心靈,0,1
【免費課程說明會】巴哈花精能量療法,1260,0,0,0,2019/10/14,尚有名額, ,建國,Lilian, ,身心靈,0,1
長春-養生敦煌舞,1200,3000 ,3000 ,3000,2019/10/14,尚有名額, ,建國,李如玉老師, ,身心靈,0,1
《職涯系列》,120,200 ,200 ,100,2019/10/16,尚有名額, ,建國,邱惠瑄, ,身心靈,0,1
【心靈圖卡初階】OH卡最佳入門課,360,2800 ,2800 ,2520,2019/10/16,尚有名額, ,建國,Sarjo 沙久老師, ,身心靈,0,1
長春-樂活養生輕瑜伽,1200,2700 ,2700 ,2700,2019/10/16,尚有名額, ,建國,龍百穗, ,身心靈,0,1
居家陽宅風水實用學進階,1800,8400 ,8400 ,7560,2019/10/17,尚有名額, ,建國,許月嬌 , ,身心靈,0,1
正統風水堪輿初階班,960,4500 ,4500 ,4050,2019/10/17,尚有名額, ,建國,葉朝成, ,身心靈,0,1
【敦煌舞蹈學院】新唐舞風 ,120,3900 ,3900 ,3510,2019/10/18,尚有名額, ,建國,楊美麗, ,身心靈,0,1
動物溝通師培訓認證班,60,0,0,0,2019/10/19,各分館地圖資訊, ,建國,劉怡德, ,身心靈,0,1
【日本和諧粉彩】準指導師認證班,1200,16000 ,16000 ,14400,2019/10/20,尚有名額, ,建國,ANNIE 老師, ,身心靈,0,1
【自由書寫】與心對話,480,3000 ,3000 ,2700,2019/10/21,尚有名額, ,建國,Sarjo 沙久老師, ,身心靈,0,1
馬雅好好玩 PART I之關係沙龍,600,5200 ,5200 ,3900,2019/10/21,尚有名額, ,建國,王雅萍, ,身心靈,0,1
馬雅好好玩之PART II關於我的生命波符13問,600,5200 ,5200 ,5200,2019/10/23,尚有名額, ,建國,王雅萍, ,身心靈,0,1
櫻的瑜珈 --週六 下午班,960,3200 ,3200 ,2880,2019/10/26,尚有名額, ,建國,廖貴櫻, ,身心靈,0,1
樂齡照護舒緩按摩入門班,1080,4500 ,4500 ,4275,2019/10/27,尚有名額, ,建國,文大推廣專業師資群, ,身心靈,0,1
這一季.一起打氣功,900,3000 ,3000 ,2700,2019/10/31,尚有名額, ,建國,廖貴櫻, ,身心靈,0,1
【動物溝通】寵物心連心,840,7600 ,7600 ,6840,2019/11/03,尚有名額, ,建國,吳紫翎, ,身心靈,0,1
學校沒教的事:性愛關鍵誌,1440,8500 ,8500 ,7225,2019/11/03,尚有名額, ,建國,沈子棨, ,身心靈,0,1
IKMF 以色列防身術 ,480,2400 ,2400 ,2400,2019/11/04,尚有名額, ,建國,羅得華, ,身心靈,0,1
清風的賽斯課,360,2000 ,2000 ,1800,2019/11/07,尚有名額, ,建國,清風老師, ,身心靈,0,1
謝達輝奇門遁甲,1440,10000 ,10000 ,9000,2019/11/08,尚有名額, ,建國,謝達輝, ,身心靈,0,1
櫻的瑜珈 --週六 早班,960,3200 ,3200 ,2880,2019/11/09,尚有名額, ,建國,廖貴櫻, ,身心靈,0,1
寫作孵化室,180,1000 ,1000 ,1000,2019/11/10,尚有名額, ,建國,, ,身心靈,0,1
《職場力系列》,360,2700 ,2700 ,1980,2019/11/10,尚有名額, ,建國,王家齊, ,身心靈,0,1
長春-古代經絡養生操,1200,3000 ,3000 ,3000,2019/11/11,尚有名額, ,建國,林卉莉 老師, ,身心靈,0,1
Voyager領航者塔羅牌 應用班,900,6500 ,6500 ,5850,2019/11/13,各分館地圖資訊, ,建國,Sonia, ,身心靈,0,1
動物溝通師培訓認證班,1080,16800 ,16800 ,15800,2019/11/16,尚有名額, ,建國,劉怡德, ,身心靈,0,1
Zumba飆汗有氧,360,2500 ,2500 ,2250,2019/11/20,尚有名額, ,建國,Star, ,身心靈,0,1
太極導引,1200,3300 ,3300 ,2970,2019/11/22,尚有名額, ,建國,, ,身心靈,0,1
【日本和諧粉彩】準指導師認證班,1200,16000 ,16000 ,14400,2019/11/24,尚有名額, ,建國,ANNIE 老師, ,身心靈,0,1
長春-太極鶴拳鬆筋養生法,1200,3000 ,3000 ,2700,2019/11/27,尚有名額, ,建國,黃議賢 老師, ,身心靈,0,1
清風的賽斯課,360,2000 ,2000 ,1800,2019/12/05,尚有名額, ,建國,清風老師, ,身心靈,0,1
長春-養生敦煌舞,1200,3000 ,3000 ,3000,2019/12/06,尚有名額, ,建國,李如玉老師, ,身心靈,0,1
【動物溝通】寵物心連心 進階,840,10000 ,10000 ,9000,2019/12/07,尚有名額, ,建國,吳紫翎, ,身心靈,0,1
寫作孵化室,180,1000 ,1000 ,1000,2019/12/08,尚有名額, ,建國,, ,身心靈,0,1
IKMF 以色列防身術 ,480,2400 ,2400 ,2400,2019/12/09,尚有名額, ,建國,羅得華, ,身心靈,0,1
《職涯系列》,120,200 ,200 ,100,2019/12/11,尚有名額, ,建國,邱惠瑄(GCDF全球職涯發展師大中華區總訓練師), ,身心靈,0,1
長春-養生敦煌舞,1200,3000 ,3000 ,3000,2019/12/23,尚有名額, ,建國,李如玉老師, ,身心靈,0,1
長春-樂活養生輕瑜伽,1200,2700 ,2700 ,2700,2019/12/25,尚有名額, ,建國,龍百穗老師, ,身心靈,0,1
舒緩瑜珈 ,900,3000 ,3000 ,2850,2019/10/08,尚有名額, ,忠孝,丁鳳緣, ,身心靈,0,1
